name,nickname,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,wins,losses,draws,nc,total_matches
bolaji oki,The Zulu Warrior,177.8,70.31,185.42,Orthodox,1995-11-15,1,1,0,0,2
jack mcglaughlin,,,,,Orthodox,,0,1,0,0,1
quinn mulhern,,190.5,70.31,,Orthodox,1984-09-20,0,2,0,0,2
scott baker,,182.88,95.25,,,,0,1,0,0,1
steve nelmark,The Sandman,182.88,108.86,,Orthodox,,2,1,0,0,3
matt lucas,Luke Duke,185.42,92.99,,,,0,1,0,0,1
jamey simmons,The Afro Samurai,167.64,61.23,177.8,Orthodox,1992-09-11,0,2,0,0,2
aaron wilkinson,The Daywalker,177.8,70.31,,Orthodox,1987-01-31,0,1,0,0,1
mario neto,Sukata,182.88,103.87,,Orthodox,,0,1,0,0,1
emily kagan,,160.02,52.16,,,,0,2,0,0,2
waldo cortes-acosta,Salsa Boy,193.04,117.93,198.12,Orthodox,1991-10-03,4,1,0,0,5
terrion ware,Flash,172.72,61.23,180.34,Orthodox,1986-03-31,0,4,0,0,4
dan stittgen,The Anvil,185.42,77.11,,Orthodox,1980-11-17,0,2,0,0,2
laureano staropoli,Pepi,185.42,83.91,180.34,Orthodox,1993-02-27,2,4,0,0,6
kiefer crosbie,BDK,180.34,77.11,177.8,Switch,1990-04-05,0,2,0,0,2
sako chivitchian,,180.34,70.31,,Orthodox,1984-03-11,0,1,0,0,1
joe charles,The Ghetto Man,185.42,117.93,,Southpaw,,2,2,0,0,4
derrick noble,The Eraser,175.26,77.11,,Southpaw,1978-08-14,0,1,0,0,1
thomas almeida,Thominhas,170.18,65.77,177.8,Southpaw,1991-07-31,5,5,0,0,10
augusto montano,Dodger,185.42,77.11,185.42,Orthodox,1984-10-25,1,2,0,0,3
chan-mi jeon,,165.1,52.16,,Orthodox,1997-08-28,0,2,0,0,2
valter walker,The Clean Monster,,,,,,1,1,0,0,2
vanessa melo,,165.1,61.23,165.1,Orthodox,1988-03-27,1,3,0,0,4
sione latu,,182.88,97.52,,,,1,0,0,0,1
ross pearson,The Real Deal,172.72,70.31,175.26,Orthodox,1984-09-26,12,13,0,1,26
sergei pavlovich,,190.5,116.57,213.36,Southpaw,1992-05-13,6,3,0,0,9
abus magomedov,,187.96,83.91,198.12,Orthodox,1990-09-02,2,2,0,0,4
alessio di chirico,Manzo,182.88,83.91,187.96,Orthodox,1989-12-12,4,7,0,0,11
kelly dullanty,Psycho,172.72,70.31,,Orthodox,1977-11-04,0,1,0,0,1
leslie smith,The Peacemaker,175.26,61.23,167.64,Orthodox,1982-08-17,4,3,0,0,7
pedro nobre,The Rock,165.1,61.23,,,,0,0,0,1,1
jeremy jackson,Scorpion,177.8,77.11,,Orthodox,1982-09-19,0,2,0,0,2
joshua weems,Wide Open,172.72,61.23,175.26,Orthodox,1994-05-05,0,1,0,0,1
erick montano,Perry,182.88,77.11,185.42,Orthodox,1985-11-19,1,2,0,0,3
vince morales,Vandetta,175.26,61.23,177.8,Orthodox,1990-11-12,3,6,0,0,9
joe moreira,,180.34,88.45,,Southpaw,,1,1,0,0,2
david branch,,185.42,83.91,198.12,Orthodox,1981-09-26,4,5,0,0,9
dieusel berto,,175.26,90.72,,,,0,1,0,0,1
adlan amagov,Borz,187.96,77.11,193.04,Orthodox,1986-10-30,2,0,0,0,2
seungwoo choi,Sting,182.88,65.77,187.96,Orthodox,1992-11-03,3,6,0,0,9
juan adams,The Kraken,195.58,120.2,203.2,Orthodox,1992-01-16,1,3,0,0,4
war machine,,180.34,77.11,,Orthodox,1981-11-30,1,1,0,0,2
james toney,Lights Out,175.26,99.79,,Orthodox,1968-08-24,0,1,0,0,1
william macario,Patolino,180.34,77.11,190.5,Orthodox,1991-07-01,1,3,0,0,4
modestas bukauskas,The Baltic Gladiator,190.5,92.99,198.12,Switch,1994-02-10,4,4,0,0,8
jared gordon,Flash,175.26,70.31,172.72,Orthodox,1988-09-06,8,6,0,1,15
floyd sword,,182.88,83.91,,Orthodox,1976-08-24,0,1,0,0,1
wes albritton,,177.8,85.28,,Orthodox,,0,1,0,0,1
ryan mcgillivray,The Kid,180.34,77.11,,,,0,1,0,0,1
poliana botelho,,172.72,56.7,170.18,Orthodox,1988-12-15,3,4,0,0,7
minoki ichihara,,170.18,80.74,,Orthodox,,0,1,0,0,1
cole williams,Havoc,182.88,77.11,185.42,Orthodox,1983-12-15,0,2,0,0,2
alexis dufresne,Sneaky Zebra,175.26,61.23,,Orthodox,1990-08-31,0,2,0,0,2
silvana gomez juarez,La Malvada,160.02,52.16,165.1,Orthodox,1984-12-06,1,3,0,0,4
fabiano scherner,Pegaleve,190.5,116.57,,Orthodox,1972-06-30,0,2,0,0,2
punahele soriano,Puna,180.34,83.91,182.88,Southpaw,1992-11-22,4,4,0,0,8
lowell anderson,,167.64,72.57,,Orthodox,,0,1,0,0,1
eddie sanchez,The Manic Hispanic,187.96,104.33,187.96,Orthodox,1982-11-04,3,3,0,0,6
david hood,,182.88,90.72,,,,0,1,0,0,1
dan barrera,The Fireman,175.26,77.11,,Orthodox,1980-12-23,0,1,0,0,1
yanis ghemmouri,The Desert Warrior,175.26,65.77,175.26,Orthodox,1995-01-24,0,2,0,0,2
alex ricci,,180.34,70.31,,Orthodox,1982-07-21,0,2,0,0,2
rodrigo ruas,,177.8,83.91,,Orthodox,1977-10-06,0,1,0,0,1
cody stamann,The Spartan,167.64,61.23,162.56,Orthodox,1989-11-09,7,7,1,0,15
david teymur,,175.26,70.31,185.42,Southpaw,1989-05-01,5,1,0,0,6
fabio gurgel,,182.88,92.99,,Orthodox,,0,1,0,0,1
phil harris,Billy,162.56,56.7,165.1,Orthodox,1983-09-04,1,3,0,1,5
jake lindsey,The Librarian,180.34,70.31,,Switch,1986-06-21,0,3,0,0,3
roland payne,,175.26,92.99,,Orthodox,,0,1,0,0,1
dustin jacoby,The Hanyak,190.5,92.99,193.04,Orthodox,1988-04-04,8,6,1,0,15
jamie moyle,,154.94,52.16,165.1,Orthodox,1989-03-17,1,2,0,0,3
steve montgomery,The Creepy Weasel,193.04,83.91,,Southpaw,1990-12-19,0,2,0,0,2
manuel rodriguez,Chalate,175.26,77.11,,Orthodox,1985-04-25,0,1,0,0,1
kristian rothaermel,,182.88,92.99,,Open Stance,1972-01-31,0,1,0,0,1
jamahal hill,Sweet Dreams,193.04,92.99,200.66,Southpaw,1991-05-19,6,2,0,1,9
mark striegl,Mugen,172.72,65.77,177.8,Southpaw,1988-06-23,0,2,0,0,2
seungguk choi,,167.64,56.7,162.56,Orthodox,1996-12-26,0,1,0,0,1
hugo viana,Wolverine,167.64,61.23,170.18,Orthodox,1982-09-26,3,3,0,0,6
tom watson,Kong,185.42,83.91,185.42,Orthodox,1982-07-13,2,5,0,0,7
steve bosse,The Boss,180.34,92.99,182.88,Orthodox,1981-07-29,2,1,0,0,3
tiki ghosn,,177.8,77.11,,Orthodox,1977-02-09,0,4,0,0,4
brunno ferreira,The Hulk,177.8,83.91,182.88,Orthodox,1992-11-04,3,1,0,0,4
jhonata diniz,,193.04,115.21,200.66,Orthodox,1991-06-23,2,1,0,0,3
stephanie luciano,Rondinha,167.64,52.16,165.1,Orthodox,1999-12-16,1,0,0,0,1
erick gonzalez,The Ghost Pepper,180.34,70.31,190.5,Orthodox,1992-01-20,0,3,0,0,3
paul varelans,The Polar Bear,203.2,136.08,,Orthodox,,4,4,0,0,8
bharat kandare,Daring,170.18,61.23,182.88,Orthodox,1987-06-20,0,1,0,0,1
john makdessi,The Bull,172.72,70.31,172.72,Orthodox,1985-05-03,11,9,0,0,20
daniel spitz,,200.66,111.13,208.28,Orthodox,1990-07-31,1,3,0,0,4
michal figlak,Mad Dog,177.8,70.31,177.8,Orthodox,1996-08-15,0,2,0,0,2
chad griggs,The Grave Digger,185.42,92.99,185.42,Orthodox,1978-05-15,0,2,0,0,2
dmitri stepanov,,190.5,98.43,,Orthodox,,0,1,0,0,1
josh haynes,Bring the Pain,175.26,77.11,,Orthodox,1977-07-30,0,3,0,0,3
todd duffee,,190.5,117.93,198.12,Orthodox,1985-12-06,3,2,0,1,6
lyman good,Cyborg,182.88,77.11,187.96,Orthodox,1985-05-26,3,3,0,0,6
jutaro nakao,,175.26,77.11,,Southpaw,1970-11-30,1,1,0,0,2
shane primm,,190.5,92.99,,Orthodox,1984-07-30,0,1,0,0,1
anthony lapsley,The Recipe,175.26,77.11,,Southpaw,1980-02-13,0,2,0,0,2
eddie mendez,,177.8,83.91,,,,0,1,0,0,1
bartosz fabinski,The Butcher,182.88,77.11,190.5,Orthodox,1986-04-26,3,3,0,0,6
steve jennum,,177.8,97.52,,Orthodox,,2,1,0,0,3
melissa dixon,No Mess,170.18,61.23,172.72,Orthodox,1991-07-23,1,0,0,0,1
courtney turner,,187.96,77.11,,,,0,1,0,0,1
jon manley,,185.42,77.11,,Orthodox,1986-07-07,0,1,0,0,1
zarah fairn,Infinite,172.72,61.23,182.88,Orthodox,1983-12-10,0,4,0,0,4
azunna anyanwu,Zulu,185.42,113.85,,Orthodox,1981-08-05,0,1,0,0,1
guram kutateladze,Georgian Viking,180.34,70.31,182.88,Orthodox,1992-01-08,2,2,0,0,4
khaos williams,The OxFighter,182.88,77.11,195.58,Orthodox,1994-03-30,6,2,0,0,8
marcin bandel,Bomba,177.8,70.31,,Orthodox,1989-10-10,0,2,0,0,2
loik radzhabov,The Tajik Tank,180.34,70.31,175.26,Orthodox,1990-09-17,2,2,0,0,4
drakkar klose,,175.26,70.31,177.8,Orthodox,1988-03-09,9,3,0,0,12
ruslan magomedov,Leopard,190.5,109.77,198.12,Orthodox,1986-11-26,3,0,0,0,3
blood diamond,,180.34,77.11,193.04,Switch,1988-07-10,0,3,0,0,3
viktor pesta,,190.5,108.86,195.58,Orthodox,1990-07-15,1,4,0,0,5
mike davis,,,,,,,4,1,0,0,5
maria oliveira,Spider-Girl,167.64,52.16,175.26,Orthodox,1996-12-12,1,3,0,0,4
victoria leonardo,Fury,165.1,56.7,162.56,Orthodox,1990-02-16,1,4,0,0,5
derek downey,,185.42,83.91,,Orthodox,1980-04-27,0,1,0,0,1
sabah homasi,,182.88,77.11,182.88,Orthodox,1988-10-19,0,3,0,0,3
galore bofando,,180.34,77.11,182.88,Switch,1982-05-22,1,1,0,0,2
kj noons,King,177.8,70.31,177.8,Orthodox,1982-12-07,2,3,0,1,6
denys bondar,Psycho,167.64,56.7,175.26,Orthodox,1992-06-27,0,3,0,0,3
steve lopez,,180.34,70.31,,Orthodox,1984-07-30,0,2,0,0,2
jesse strader,Sui Generis,170.18,61.23,177.8,Orthodox,1991-05-29,0,2,0,0,2
ivan serati,,182.88,92.99,,Orthodox,,0,1,0,0,1
tom nolan,Big Train,190.5,70.31,185.42,Southpaw,2000-03-08,2,1,0,0,3
montserrat rendon,Monster,172.72,61.23,172.72,Orthodox,1989-03-16,1,1,0,0,2
luis pajuelo,Corazon de Leon,177.8,65.77,175.26,Orthodox,1994-12-18,0,1,0,0,1
carlton minus,Clutch,177.8,77.11,190.5,Orthodox,1993-04-26,0,2,0,0,2
kyle bradley,,175.26,70.31,180.34,Orthodox,1982-08-19,1,3,0,0,4
paulo santos,,,,,,,0,1,0,0,1
hakeem dawodu,Mean,172.72,65.77,185.42,Orthodox,1991-07-02,6,4,0,0,10
cain carrizosa,The Insane,172.72,70.31,,Orthodox,1986-07-22,0,2,0,0,2
dave beneteau,Dangerous,187.96,113.4,,Orthodox,,3,3,0,0,6
jimmy quinlan,Crash,182.88,83.91,,Orthodox,1986-05-25,0,1,0,0,1
valmir lazaro,Bidu,182.88,70.31,185.42,Orthodox,1985-08-15,1,2,0,0,3
nohelin hernandez,Suave,177.8,61.23,180.34,Orthodox,1994-03-01,0,2,0,0,2
sirwan kakai,Zohan,165.1,61.23,,Orthodox,1989-10-03,1,1,0,0,2
frank hamaker,,,,,,,1,0,0,0,1
sam fulton,,,,,,,0,2,0,0,2
marquel mederos,,177.8,70.31,175.26,Orthodox,1996-11-30,1,0,0,0,1
batgerel danaa,Storm,170.18,61.23,177.8,Orthodox,1989-07-04,0,3,0,0,3
mehdi baghdad,The Sultan,185.42,70.31,,Orthodox,1985-04-13,0,2,0,0,2
sean salmon,,177.8,83.91,,Southpaw,1977-09-11,0,2,0,0,2
ramiro hernandez,Junior,175.26,61.23,,Orthodox,1986-07-22,0,2,0,0,2
david velasquez,Little,165.1,65.77,,Orthodox,,0,1,0,0,1
yazmin jauregui,,160.02,52.16,162.56,Orthodox,1999-02-28,3,2,0,0,5
nate quarry,Rock,182.88,83.91,182.88,Open Stance,1972-03-18,7,3,0,0,10
leonardo morales,Chimy,172.72,61.23,,Southpaw,1992-12-22,0,2,0,0,2
manolo zecchini,Angelo Veneziano,172.72,65.77,172.72,Orthodox,1996-10-22,0,1,0,0,1
adriano santos,,,,,,,0,1,0,0,1
brad riddell,Quake,170.18,70.31,180.34,Orthodox,1991-09-30,4,3,0,0,7
carlos huachin,Perro Malo,162.56,61.23,170.18,Southpaw,1996-06-04,0,2,0,0,2
changho lee,,172.72,61.23,175.26,Orthodox,1994-05-09,1,0,0,0,1
carlos felipe,Boi,182.88,111.13,190.5,Orthodox,1995-01-12,3,2,0,0,5
rodolfo rubio perez,Fito,165.1,65.77,,Orthodox,1987-01-29,0,1,0,0,1
melton bowen,The Punisher,182.88,102.06,,Orthodox,1969-07-16,0,1,0,0,1
jarjis danho,Man Mountain,190.5,120.2,187.96,Orthodox,1983-10-15,1,1,1,0,3
dave herman,,193.04,109.77,195.58,Orthodox,1984-10-03,1,4,0,0,5
dominic waters,Sho Nuff,185.42,77.11,200.66,Orthodox,1989-04-11,0,3,0,0,3
yasuhiro urushitani,,165.1,56.7,,Southpaw,1976-09-08,0,2,0,0,2
danny barlow,LeftHand2God,187.96,77.11,200.66,Southpaw,1995-08-02,2,0,0,0,2
bentley syler,Bolivia,162.56,56.7,,Orthodox,1982-12-22,0,1,0,0,1
mario miranda,,190.5,83.91,187.96,Orthodox,1979-07-12,1,3,0,0,4
bibulatov magomed,Chaborz,165.1,56.7,165.1,Orthodox,1988-08-22,1,2,0,0,3
jason saggo,,180.34,70.31,180.34,Orthodox,1985-11-23,3,3,0,0,6
aiemann zahabi,,172.72,61.23,172.72,Orthodox,1987-11-19,6,2,0,0,8
yusuke kasuya,,170.18,70.31,,Southpaw,1989-11-16,0,2,0,0,2
steve vigneault,Lionheart,177.8,83.91,,Orthodox,1978-02-14,0,1,0,0,1
nicolae negumereanu,,182.88,92.99,198.12,Orthodox,1994-09-04,4,2,0,0,6
juliana lima,Ju Thai,165.1,52.16,165.1,Orthodox,1982-03-15,3,4,0,0,7
azat maksum,Qazaq,170.18,56.7,177.8,Southpaw,1995-02-02,1,1,0,0,2
tony petarra,,180.34,88.9,,Orthodox,,0,1,0,0,1
jj aldrich,,165.1,56.7,170.18,Southpaw,1992-09-29,8,6,0,0,14
cole escovedo,Apache Kid,170.18,61.23,182.88,Orthodox,1981-08-30,0,3,0,0,3
riki fukuda,,182.88,83.91,185.42,Southpaw,1981-01-06,2,3,0,0,5
willamy freire,Chiquerim,172.72,70.31,,Orthodox,1987-07-28,0,1,0,0,1
david bielkheden,,177.8,70.31,180.34,Orthodox,1979-06-06,1,2,0,0,3
paul jones,,175.26,90.26,,Orthodox,1963-06-16,1,1,0,0,2
yuri vaulin,,193.04,89.36,,Southpaw,,0,1,0,0,1
shane howell,,172.72,56.7,,Orthodox,1983-11-28,0,2,0,0,2
jason tan,,177.8,77.11,,Orthodox,1981-12-17,0,2,0,0,2
joe son,,162.56,107.05,,Orthodox,1970-11-22,0,1,0,0,1
chris liguori,,175.26,83.91,,Orthodox,,0,1,0,0,1
zelim imadaev,,182.88,77.11,193.04,Orthodox,1995-01-25,0,3,0,0,3
andreas stahl,Real Steel,180.34,77.11,,Orthodox,1988-05-20,0,2,0,0,2
joe slick,,182.88,90.26,,Orthodox,1977-10-17,1,1,0,0,2
ross pointon,The Gladiator,172.72,77.11,,Orthodox,1980-02-18,0,2,0,0,2
andy enz,Tank Mode,190.5,83.91,198.12,Orthodox,1991-08-15,0,3,0,0,3
chelsea chandler,,172.72,65.77,172.72,Southpaw,1990-11-23,2,2,0,0,4
michel quinones,El Capo,177.8,70.31,185.42,Orthodox,1984-12-22,0,2,0,0,2
kai kara-france,Don't Blink,162.56,56.7,175.26,Orthodox,1993-03-26,8,4,0,0,12
nick agallar,,172.72,70.31,,Orthodox,1979-01-13,0,1,0,0,1
tim lajcik,The Bohemian,185.42,102.06,,Orthodox,1965-06-21,0,2,1,0,3
charalampos grigoriou,Ferocious,170.18,61.23,170.18,Orthodox,1992-03-31,0,2,0,0,2
ozzy diaz,,193.04,83.91,200.66,Orthodox,1990-11-22,0,1,0,0,1
ben wall,Manimal,177.8,70.31,,Orthodox,1989-03-25,0,2,0,0,2
te edwards,,172.72,70.31,182.88,Orthodox,1990-09-11,0,2,0,0,2
thaddeus luster,,190.5,95.25,,,,0,1,0,0,1
jay cucciniello,,170.18,70.31,,Orthodox,1986-07-23,0,1,0,0,1
alexander munoz,,175.26,70.31,182.88,Switch,1990-02-27,1,2,0,0,3
chris avila,,177.8,65.77,,Orthodox,1993-01-16,0,2,0,0,2
viktoriia dudakova,,165.1,52.16,170.18,Orthodox,1999-01-26,1,1,0,0,2
alexandre barros,Baixinho,175.26,77.11,,Southpaw,1976-11-19,0,1,0,0,1
billy miles,The Kid,177.8,77.11,,Orthodox,1978-04-28,0,1,0,0,1
lukasz sajewski,Wookie,172.72,70.31,180.34,Orthodox,1990-11-27,0,3,0,0,3
pat audinwood,Awesomely Awesome,182.88,70.31,,Orthodox,1986-04-16,0,2,0,0,2
roman kopylov,,182.88,83.91,190.5,Southpaw,1991-05-04,5,3,0,0,8
marcin wrzosek,The Polish Zombie,175.26,70.31,,,,0,1,0,0,1
michael page,Venom,187.96,77.11,,,,1,1,0,0,2
ramon taveras,The Savage,172.72,61.23,177.8,Southpaw,1994-01-09,1,1,0,0,2
carlo pedersoli jr.,Semento,180.34,77.11,190.5,Southpaw,1993-06-08,1,2,0,0,3
nursulton ruziboev,Black,195.58,83.91,193.04,Orthodox,1993-11-19,2,1,0,0,3
ketlen souza,Esquentadinha,160.02,56.7,160.02,Orthodox,1994-08-18,2,1,0,0,3
dakota bush,,177.8,70.31,185.42,Orthodox,1994-06-09,0,2,0,0,2
steven graham,,185.42,131.54,,Orthodox,,1,1,0,0,2
mizuki,,160.02,52.16,165.1,Orthodox,1994-08-19,1,0,0,0,1
justin mccully,The Insane One,185.42,102.06,185.42,Orthodox,1976-02-18,2,2,0,0,4
josh shockman,The War Hammer,193.04,106.59,,Southpaw,1980-12-29,0,1,0,0,1
rhys mckee,Skeletor,187.96,77.11,198.12,Orthodox,1995-09-10,0,4,0,0,4
augusto sakai,,190.5,120.2,195.58,Orthodox,1991-05-09,5,4,0,0,9
jeff cox,The Grinder,177.8,70.31,,Orthodox,1968-08-02,0,2,0,0,2
collin anglin,,175.26,65.77,180.34,Orthodox,1993-02-20,0,2,0,0,2
ryan parker,,190.5,106.59,,Southpaw,,0,1,0,0,1
jean silva,White Bear,167.64,72.57,,Orthodox,1977-10-08,3,0,0,0,3
filip pejic,,172.72,61.23,,Orthodox,1992-07-21,0,1,0,0,1
alex reyes,The Executioner,180.34,70.31,185.42,Orthodox,1986-10-02,0,3,0,0,3
mark eddiva,,172.72,65.77,172.72,Orthodox,1986-02-16,1,3,0,0,4
gilbert aldana,El Peligro,185.42,113.4,,Orthodox,1977-08-25,0,2,0,0,2
kelly faszholz,,172.72,61.23,,Orthodox,1985-04-09,0,2,0,0,2
nurullo aliev,Tajik Eagle,177.8,70.31,182.88,Orthodox,2000-12-08,1,0,0,0,1
john matua,,187.96,181.44,,Orthodox,,0,1,0,0,1
reza nasri,,180.34,92.99,,Orthodox,,0,1,0,0,1
reese andy,Riptide,182.88,92.99,,Orthodox,1973-03-31,0,2,0,0,2
fredy serrano,El Profe,160.02,56.7,165.1,Orthodox,1979-09-22,2,2,0,0,4
cesar almeida,Cesinha,185.42,83.91,187.96,Orthodox,1988-03-28,2,1,0,0,3
laverne clark,,180.34,77.11,,Orthodox,1973-12-02,4,1,0,0,5
val woodburn,The Animal,172.72,83.91,187.96,Orthodox,1993-08-10,0,2,0,0,2
david lee,,177.8,70.31,,Orthodox,,0,2,0,0,2
rosi sexton,The Surgeon,160.02,61.23,,Orthodox,1977-07-16,0,2,0,0,2
claudio ribeiro,,185.42,83.91,195.58,Orthodox,1992-07-17,1,3,0,0,4
ryan madigan,,182.88,77.11,,Orthodox,,0,1,0,0,1
joey roberts,,187.96,90.72,,,,0,1,0,0,1
felix lee mitchell,,,,,Orthodox,,0,3,0,0,3
richie smullen,,175.26,70.31,172.72,Orthodox,1991-08-17,0,1,0,0,1
alberta cerra leon,,172.72,107.95,,,,0,1,0,0,1
horacio gutierrez,The Punisher,177.8,65.77,,,,0,2,0,0,2
wagner silva,Wagnao,182.88,77.11,,Orthodox,1987-02-07,0,2,0,0,2
mark madsen,The Olympian,172.72,70.31,182.88,Orthodox,1984-09-23,4,2,0,0,6
rafael fiziev,Ataman,172.72,70.31,180.34,Switch,1993-03-05,6,3,0,0,9
abu azaitar,Captain Morocco,175.26,83.91,193.04,Orthodox,1986-03-10,1,1,0,0,2
johnny rhodes,,182.88,95.25,,Orthodox,,2,1,0,0,3
byron bloodworth,,172.72,61.23,,Orthodox,1983-08-16,0,2,0,0,2
cameron vancamp,Jumpman,187.96,70.31,187.96,Switch,1993-04-27,0,2,0,0,2
augusto mendes,Tanquinho,167.64,61.23,165.1,Orthodox,1983-03-03,1,2,0,0,3
ike villanueva,Hurricane,185.42,92.99,185.42,Orthodox,1984-04-04,1,5,0,0,6
norman parke,Stormin',180.34,70.31,177.8,Southpaw,1986-12-22,5,3,1,0,9
alan baudot,The Black Samourai,190.5,110.22,200.66,Orthodox,1988-02-01,0,4,0,0,4
jairzinho rozenstruik,Bigi Boy,187.96,109.77,198.12,Orthodox,1988-03-17,9,5,0,0,14
tanner boser,The Bulldozer,187.96,92.99,190.5,Orthodox,1991-08-02,5,5,0,0,10
jesus pinedo,El Mudo,177.8,70.31,,Southpaw,1996-06-22,1,1,0,0,2
mitch raposo,,165.1,56.7,162.56,Switch,1998-10-16,0,1,0,0,1
todd butler,,185.42,90.72,,Southpaw,,0,1,0,0,1
john lewis,,182.88,70.31,,Southpaw,,1,1,0,0,2
micheal gillmore,The Gentleman,180.34,77.11,182.88,Orthodox,1987-03-28,0,2,0,0,2
fabio cherant,Water Buffalo,185.42,92.99,187.96,Southpaw,1994-11-25,0,3,0,0,3
puja tomar,The Cyclone,,52.16,,,,1,0,0,0,1
elvis mutapcic,The King,182.88,83.91,182.88,Orthodox,1986-07-19,0,2,1,0,3
joe merritt,,182.88,77.11,,Orthodox,1984-03-07,0,1,0,0,1
brad gumm,,180.34,77.11,,Orthodox,,0,1,1,0,2
jordan radev,,170.18,83.91,,Southpaw,1976-09-28,0,2,0,0,2
matt andersen,,187.96,104.33,,Southpaw,1971-05-29,0,1,0,0,1
ashkan mokhtarian,The Assassin,167.64,56.7,170.18,Southpaw,1985-09-15,0,2,0,0,2
marco ruas,King of the Streets,185.42,95.25,,Orthodox,1961-01-23,4,2,0,0,6
james mulheron,,177.8,110.22,185.42,Orthodox,1988-02-20,0,1,0,0,1
nick hein,Sergeant,167.64,70.31,167.64,Southpaw,1984-04-24,4,4,0,0,8
emily ducote,Gordinha,157.48,52.16,160.02,Orthodox,1994-01-01,2,3,0,0,5
jason gilliam,,182.88,77.11,,Orthodox,,0,2,0,0,2
charlie ward,,180.34,77.11,,Orthodox,1980-12-17,0,2,0,0,2
jianping yang,,170.18,65.77,,Orthodox,1988-11-27,0,1,0,0,1
tony halme,,190.5,136.08,,Orthodox,1963-01-06,0,1,0,0,1
clint hester,Headbussa,187.96,92.99,195.58,Orthodox,1986-11-21,4,3,0,0,7
bas rutten,El Guapo,185.42,92.99,,Orthodox,1965-02-24,2,0,0,0,2
frank camacho,The Crank,177.8,70.31,185.42,Orthodox,1989-05-18,2,6,0,0,8
sheymon moraes,,172.72,65.77,182.88,Orthodox,1990-10-11,2,3,0,0,5
ian mccall,Uncle Creepy,165.1,56.7,162.56,Orthodox,1984-05-07,2,3,1,0,6
jonathan wilson,Johnny Bravo,187.96,92.99,190.5,Southpaw,1987-07-17,1,3,0,0,4
karol rosa,,165.1,61.23,170.18,Orthodox,1994-12-30,7,3,0,0,10
alex soto,Extremo,172.72,61.23,,Southpaw,1984-02-15,0,2,0,0,2
richie hightower,The Dirty Samurai,172.72,77.11,,Orthodox,1974-11-26,0,1,0,0,1
terrence mitchell,,177.8,61.23,187.96,Orthodox,1989-12-30,0,2,0,0,2
paulo costa,The Eraser,185.42,83.91,182.88,Orthodox,1991-04-21,6,4,0,0,10
josh bryant,The Beast,177.8,83.91,,Orthodox,1980-04-23,0,1,0,0,1
ravena oliveira,Kenoudy,165.1,61.23,165.1,Orthodox,1997-02-20,0,1,0,0,1
maheshate,,182.88,70.31,180.34,Orthodox,1999-12-01,2,3,0,0,5
luke jumeau,The Jedi,180.34,77.11,182.88,Orthodox,1988-02-12,2,2,0,0,4
bob cook,Crazy,175.26,77.11,,Orthodox,,1,0,0,0,1
francimar barroso,Bodao,185.42,92.99,190.5,Orthodox,1980-02-28,4,4,0,1,9
abubakar nurmagomedov,,180.34,77.11,182.88,Orthodox,1989-11-13,2,2,0,0,4
kerry schall,Meat Truck,187.96,120.2,,Orthodox,1971-08-09,0,1,0,0,1
eddie ruiz,,170.18,70.31,,Orthodox,1967-06-10,0,1,0,0,1
justin gaethje,The Highlight,180.34,70.31,177.8,Orthodox,1988-11-14,8,5,0,0,13
erik silva,The King,175.26,65.77,180.34,Orthodox,1987-03-16,0,2,0,0,2
geza kalman,,185.42,90.72,,,,1,1,0,0,2
sean gannon,The Cannon,190.5,120.2,,Southpaw,,0,1,0,0,1
cesar marscucci,,,,,,,1,0,0,0,1
ryan macdonald,Main Event,180.34,61.23,180.34,Switch,1993-03-18,0,2,0,0,2
izabela badurek,,165.1,52.16,,Orthodox,1991-07-11,0,1,0,0,1
zviad lazishvili,,167.64,61.23,175.26,Orthodox,1991-10-25,0,1,0,0,1
cameron smotherman,The Baby-Faced Killa,175.26,61.23,175.26,Orthodox,1997-09-17,1,0,0,0,1
brendon marotte,The Kid,175.26,70.31,177.8,Orthodox,1996-01-12,0,2,0,0,2
nikolay veretennikov,,185.42,77.11,187.96,Orthodox,1989-12-22,0,1,0,0,1
marcus brimage,The Bama Beast,162.56,61.23,180.34,Southpaw,1985-04-06,4,4,0,0,8
jared papazian,The Jackhammer,172.72,61.23,170.18,Southpaw,1988-02-01,0,3,0,0,3
scott bessac,,193.04,111.13,,,,1,1,0,0,2
julie kedzie,,165.1,61.23,,Orthodox,1981-03-18,0,2,0,0,2
tulio palhares,,,81.65,,,,1,0,0,0,1
jake hecht,Hitman,182.88,77.11,185.42,Orthodox,1984-02-09,1,2,0,0,3
bristol marunde,,185.42,77.11,190.5,Orthodox,1982-04-20,0,2,0,0,2
edward faaloloto,,,70.31,177.8,Orthodox,1984-07-15,0,2,0,0,2
stipe miocic,,193.04,108.86,203.2,Orthodox,1982-08-19,14,5,0,0,19
cj fernandes,,187.96,77.11,,,,0,0,1,0,1
nordine taleb,,185.42,77.11,187.96,Orthodox,1981-06-10,7,5,0,0,12
ronald jhun,The Machine Gun,180.34,77.11,,Orthodox,1970-09-21,0,1,0,0,1
akira corassani,,172.72,65.77,172.72,Orthodox,1982-08-27,3,3,0,0,6
caros fodor,The Future,175.26,70.31,187.96,Orthodox,1984-01-07,0,1,0,0,1
besam yousef,,180.34,77.11,,Orthodox,1985-03-25,0,2,0,0,2
