name,nickname,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth
Ralek Gracie,,187.96,95.25,,Orthodox,1985-10-04
Kazushi Sakuraba,The Gracie Hunter,182.88,83.91,,Southpaw,1969-07-14
Dustin Neace,The Beast,175.26,65.77,,,
Claude Patrick,The Prince,180.34,77.11,190.5,Orthodox,1980-06-14
Simeon Thoresen,The Grin,185.42,77.11,200.66,Orthodox,1984-03-14
Cody Donovan,Donnybrook,190.5,92.99,187.96,Orthodox,1981-02-20
Carlo Prater,Neo,180.34,70.31,182.88,Switch,1981-06-25
Damon Jackson,The Leech,180.34,65.77,180.34,Switch,1988-08-08
Gina Carano,Conviction,172.72,65.77,,Orthodox,1982-04-16
Bobby Nash,,182.88,77.11,187.96,Orthodox,1990-03-26
Paulo Filho,,172.72,83.91,,Southpaw,1978-05-24
Roland Delorme,,175.26,61.23,180.34,Orthodox,1983-12-18
Myktybek Orolbai,,177.8,77.11,187.96,Orthodox,1998-02-10
Daniel Barez,,167.64,56.7,167.64,Orthodox,1988-12-10
Mateusz Rebecki,,170.18,70.31,167.64,Southpaw,1992-11-03
Miguel Torres,,175.26,61.23,193.04,Orthodox,1981-01-18
George Sotiropoulos,,177.8,70.31,180.34,Orthodox,1977-07-09
Deiveson Figueiredo,Deus da Guerra,165.1,61.23,172.72,Orthodox,1987-12-18
Dan Bobish,,187.96,156.49,,Southpaw,1970-01-26
Chris Wilson,The Professor,185.42,77.11,190.5,Orthodox,1977-06-07
Jess Liaudin,The Joker,175.26,77.11,182.88,Orthodox,
Kestutis Smirnovas,,177.8,90.72,,Orthodox,
Marcio Cruz,Pe de Pano,193.04,105.23,,Orthodox,1978-04-24
Paul Craig,Bearjew,190.5,83.91,193.04,Orthodox,1987-11-27
Neil Seery,2Tap,162.56,56.7,162.56,Orthodox,1979-08-30
Ryuta Sakurai,,170.18,83.01,,Orthodox,
Shane Nelson,Sugar,175.26,70.31,177.8,Southpaw,1984-11-29
Steven Siler,Super,180.34,65.77,177.8,Orthodox,1987-02-15
Bryce Mitchell,Thug Nasty,177.8,65.77,177.8,Southpaw,1994-10-04
Marcus McGhee,The Maniac,172.72,61.23,175.26,Orthodox,1990-05-07
Eiji Mitsuoka,,170.18,65.77,,Southpaw,1976-01-01
Jamie Colleen,,160.02,52.16,165.1,Orthodox,1985-11-02
Mayra Bueno Silva,Sheetara,167.64,61.23,167.64,Orthodox,1991-08-22
Rafaello Oliveira,Tractor,172.72,70.31,180.34,Orthodox,1982-01-26
Caio Magalhaes,Hellboy,185.42,83.91,185.42,Orthodox,1987-12-14
Satoshi Ishii,,180.34,108.86,,Orthodox,1986-12-19
Justin James,,177.8,70.31,,Orthodox,1976-11-08
Jerrod Sanders,J-Reazie,172.72,61.23,182.88,Orthodox,1979-10-01
Saimon Oliveira,,162.56,61.23,182.88,Orthodox,1991-04-21
Fabricio Camoes,Morango,177.8,70.31,180.34,Orthodox,1978-12-23
Pawel Nastula,,182.88,104.33,,Southpaw,1970-06-26
Shavkat Rakhmonov,Nomad,185.42,77.11,195.58,Orthodox,1994-10-23
Dileno Lopes,,165.1,61.23,,,
Mike Pyle,Quicksand,182.88,77.11,187.96,Orthodox,1975-09-18
Thomas Denny,The Wildman,177.8,77.11,,Orthodox,1971-04-19
Matt Veach,,180.34,70.31,,Orthodox,1981-05-31
Bu-Kyung Jung,,170.18,69.85,,Orthodox,1978-05-26
Ryan Spann,Superman,195.58,92.99,200.66,Orthodox,1991-08-24
Godofredo Pepey,,170.18,65.77,185.42,Orthodox,1987-07-02
Gerald Meerschaert,GM3,185.42,83.91,195.58,Southpaw,1987-12-18
Max Rohskopf,Rated R,185.42,70.31,180.34,Orthodox,1994-09-27
Joe Solecki,,175.26,70.31,177.8,Orthodox,1993-08-27
Javier Vazquez,Showtime,170.18,65.77,175.26,Southpaw,1977-07-16
Chris Indich,,177.8,77.11,,,
Gavin Tucker,Guv'nor,167.64,65.77,167.64,Southpaw,1986-06-17
Mike Malott,Proper,185.42,77.11,185.42,Orthodox,1991-11-07
Oskar Piechota,Imadlo,182.88,83.91,193.04,Southpaw,1990-01-24
Jason Von Flue,Live Wire,182.88,77.11,,Orthodox,1975-08-01
Tony DeSouza,,182.88,77.11,177.8,Southpaw,1974-07-26
Ilia Topuria,El Matador,170.18,65.77,175.26,Orthodox,1997-01-21
Ryuki Ueyama,,180.34,81.65,,Southpaw,1976-04-17
Charles Byrd,Kid Dynamite,177.8,83.91,185.42,Orthodox,1983-10-11
Teemu Packalen,Pacu,185.42,70.31,190.5,Orthodox,1987-05-22
Rafael Alves,The Turn,172.72,70.31,172.72,Orthodox,1990-11-14
Thiago Tavares,,170.18,65.77,177.8,Orthodox,1984-11-08
Andre Muniz,Sergipano,185.42,83.91,198.12,Southpaw,1990-02-17
Matt Wiman,,177.8,70.31,172.72,Orthodox,1983-09-19
Patrick Walsh,The Beast of the East,180.34,83.91,,,
Michihiro Omigawa,,167.64,65.77,172.72,Orthodox,1975-12-19
Paul Kelly,,175.26,70.31,177.8,Orthodox,1984-09-12
Grant Dawson,KGD,177.8,70.31,182.88,Switch,1994-02-20
Gadzhimurad Antigulov,,180.34,92.99,177.8,Orthodox,1987-02-09
Said Nurmagomedov,,172.72,61.23,177.8,Orthodox,1992-04-05
Brian Bowles,,170.18,61.23,177.8,Orthodox,1980-06-22
Dokonjonosuke Mishima,,170.18,70.31,,Southpaw,1972-04-19
Luke Cummo,,182.88,77.11,187.96,Orthodox,1980-04-27
Joe Taimanglo,The Juggernaut,162.56,61.23,,,
Terry Etim,,185.42,70.31,185.42,Orthodox,1986-01-11
Bobby Moffett,The Wolfman,177.8,65.77,185.42,Orthodox,1990-06-01
Josh Barnett,The Warmaster,190.5,113.4,198.12,Orthodox,1977-11-10
Mackenzie Dern,,162.56,52.16,160.02,Orthodox,1993-03-24
Chel Erwin-Davis,The First Sun,182.88,77.11,,,
Colton Smith,,182.88,70.31,180.34,Orthodox,1987-08-14
Tony Kelley,Primetime,175.26,61.23,177.8,Switch,1987-01-21
Darrell Montague,Mongoose,167.64,56.7,170.18,Southpaw,1987-11-03
Rodolfo Vieira,,182.88,83.91,185.42,Orthodox,1989-09-25
Carlos Eduardo Rocha,Ta Danado,177.8,77.11,185.42,Orthodox,1981-07-12
Tom Lawlor,Filthy,182.88,92.99,187.96,Southpaw,1983-05-15
Michael McDonald,Mayday,175.26,61.23,177.8,Orthodox,1991-01-15
Walel Watson,The Gazelle,180.34,61.23,190.5,Orthodox,1984-07-16
Mike Massenzio,The Master of Disaster,187.96,83.91,185.42,Southpaw,1982-11-01
Roan Carneiro,Jucao,180.34,77.11,193.04,Orthodox,1978-06-02
Hector Sandoval,Kid Alex,157.48,56.7,162.56,Orthodox,1986-07-19
Mario Sperry,Zen Machine,187.96,92.99,,Orthodox,1966-09-28
Livinha Souza,The Brazilian Gangsta,160.02,52.16,160.02,Orthodox,1991-03-11
Nikita Krylov,The Miner,190.5,92.99,195.58,Orthodox,1992-03-07
Robert McDaniel,Bubba,190.5,83.91,190.5,Southpaw,1983-05-03
Jason Dent,Dynamite,177.8,70.31,180.34,Orthodox,1980-06-12
Fernando Gonzalez,The Menifee Maniac,175.26,77.11,172.72,Southpaw,1983-09-15
Yaotzin Meza,,175.26,65.77,180.34,Orthodox,1981-02-04
Kengo Ura,Uraken,175.26,74.84,,,
Jimy Hettes,The Kid,175.26,65.77,180.34,Southpaw,1987-06-09
Erick Silva,,182.88,77.11,187.96,Orthodox,1984-06-21
Claudio Puelles,Prince of Peru,177.8,70.31,182.88,Southpaw,1996-04-21
Benoit Saint Denis,God of War,180.34,70.31,185.42,Southpaw,1995-12-18
Roger Zapata,Viva,180.34,77.11,,Southpaw,1986-05-09
Elias Garcia,,165.1,56.7,170.18,Southpaw,1992-09-13
Julija Stoliarenko,,170.18,56.7,167.64,Orthodox,1993-04-08
Christian Rodriguez,,170.18,61.23,180.34,Orthodox,1997-12-17
Josh Fremd,,193.04,83.91,193.04,Orthodox,1994-01-15
Marcus Davis,The Irish Hand Grenade,177.8,77.11,177.8,Southpaw,1973-08-24
Chris Fishgold,,172.72,65.77,172.72,Orthodox,1992-06-06
Mario Bautista,,175.26,61.23,175.26,Switch,1993-07-01
Travis Galbraith,The Gladiator,182.88,77.11,,Orthodox,1981-05-18
Kenny Florian,KenFlo,177.8,65.77,187.96,Southpaw,1976-05-26
Muhammad Mokaev,The Punisher,170.18,56.7,177.8,Orthodox,2000-07-30
Hunter Azure,,172.72,65.77,175.26,Orthodox,1992-03-02
Papy Abedi,Makambo,180.34,83.91,,Southpaw,1978-06-30
Rodrigo de Lima,Monstro,170.18,70.31,,Orthodox,1991-03-12
Daniel Lacerda,Miojo,167.64,56.7,177.8,Switch,1996-06-05
TJ Brown,Downtown,175.26,65.77,182.88,Switch,1990-05-22
Nate Diaz,,182.88,77.11,193.04,Southpaw,1985-04-16
James Thompson,The Colossus,195.58,120.2,,Orthodox,1978-12-16
Mark Bocek,,172.72,70.31,190.5,Orthodox,1981-10-24
Liana Jojua,She Wolf,162.56,56.7,157.48,Orthodox,1995-03-22
Ben Saunders,Killa B,187.96,77.11,195.58,Orthodox,1983-04-13
Matthew Lopez,,170.18,61.23,175.26,Southpaw,1987-01-21
Josh Thomson,The Punk,177.8,70.31,180.34,Orthodox,1978-09-21
Pablo Garza,The Scarecrow,185.42,65.77,185.42,Orthodox,1983-09-16
Alex Perez,,167.64,56.7,165.1,Orthodox,1992-03-21
Richard Crunkilton,Cleat,170.18,70.31,,Orthodox,1979-11-25
Evan Tanner,,182.88,83.91,187.96,Orthodox,1971-02-11
Jacare Souza,,185.42,83.91,182.88,Orthodox,1979-12-07
Matt Brown,The Immortal,182.88,77.11,190.5,Orthodox,1981-01-10
Barb Honchak,Little Warrior,162.56,56.7,165.1,Orthodox,1979-08-30
Joel Alvarez,El Fenomeno,190.5,70.31,195.58,Orthodox,1993-03-02
Jason Brilz,Hitman,180.34,92.99,180.34,Orthodox,1975-07-07
Noah Thomas,,175.26,61.23,,Orthodox,1981-03-27
Eduarda Moura,Ronda,167.64,52.16,167.64,Orthodox,1994-02-28
Josh Neer,The Dentist,180.34,77.11,182.88,Orthodox,1983-03-24
Matt Lindland,The Law,182.88,83.91,187.96,Southpaw,1970-05-17
Ryan Couture,,177.8,70.31,185.42,Orthodox,1982-08-27
Bobby Southworth,,187.96,92.99,,Orthodox,1969-12-16
Nissen Osterneck,,187.96,83.91,,Orthodox,1981-05-01
Paddy Holohan,The Hooligan,177.8,56.7,175.26,Orthodox,1988-05-03
Zelg Galesic,Benkei,187.96,83.91,,Orthodox,1979-02-16
Vinicius Moreira,Mamute,193.04,92.99,193.04,Orthodox,1989-02-28
Marcus Aurelio,Maximus,177.8,70.31,187.96,Orthodox,1973-08-18
Clay Harvison,Bushwacker,185.42,77.11,187.96,Orthodox,1980-09-25
Marcin Held,,175.26,70.31,180.34,Orthodox,1992-01-18
Edgar Chairez,Puro Chicali,170.18,56.7,180.34,Orthodox,1996-01-27
Adam Cella,El Naturel,187.96,77.11,,,
Shayna Baszler,The Queen of Spades,170.18,61.23,,Orthodox,1980-08-08
Miesha Tate,Cupcake,167.64,61.23,165.1,Orthodox,1986-08-18
Thiago Moises,,175.26,70.31,177.8,Orthodox,1995-03-23
Jason Miller,Mayhem,185.42,83.91,,Orthodox,1980-12-24
Chad George,Savage,167.64,61.23,172.72,Southpaw,1982-04-30
Dong Sik Yoon,,182.88,83.91,,Orthodox,1972-08-24
Sam Hoger,The Alaskan Assassin,187.96,92.99,,Orthodox,1980-06-28
Everett Sims,Sexual Chocolate,195.58,117.93,195.58,Southpaw,1988-09-04
Brian Ortega,T-City,172.72,65.77,175.26,Switch,1991-02-21
Ricardo Almeida,Big Dog,182.88,77.11,187.96,Orthodox,1976-11-29
John Alessio,The Natural,177.8,70.31,182.88,Orthodox,1979-07-05
Daiju Takase,,182.88,77.11,,Southpaw,1978-04-20
Fabricio Werdum,Vai Cavalo,193.04,104.78,195.58,Orthodox,1977-07-30
Greg Nagy,,185.42,95.25,,Orthodox,1983-10-18
Billy Quarantillo,,177.8,65.77,177.8,Orthodox,1988-12-08
Denis Kang,,180.34,83.91,195.58,Orthodox,1977-09-17
Rafael Dias,,175.26,65.77,,Orthodox,1979-10-20
Bobby Hoffman,The Truth,187.96,111.13,,Orthodox,1968-10-28
Luke Flores,,182.88,70.31,185.42,Southpaw,1988-03-17
Alvin Robinson,,175.26,70.31,172.72,Southpaw,1982-07-16
Michael McBride,,185.42,70.31,,Orthodox,1986-03-09
CB Dollaway,The Doberman,187.96,83.91,193.04,Orthodox,1983-08-10
Jeremiah Wells,,175.26,77.11,187.96,Switch,1986-10-30
Kevin Ferguson,Kimbo Slice,187.96,106.59,195.58,Orthodox,1974-02-08
Joao Paulo Faria,,175.26,70.31,,,
Paulo Thiago,,180.34,77.11,187.96,Orthodox,1981-01-25
Elvis Sinosic,The King of Rock n' Rumble,190.5,92.99,195.58,Orthodox,1971-02-13
Sean Brady,,177.8,77.11,182.88,Orthodox,1992-11-23
Yuta Sasaki,Ulka,177.8,56.7,180.34,Southpaw,1989-10-07
Ricardo Arona,The Brazilian Tiger,180.34,92.99,,Orthodox,1978-07-17
Vitor Ribeiro,Shaolin,172.72,69.85,,Orthodox,1979-02-24
Murilo Rua,Ninja,180.34,83.91,,Orthodox,1980-05-22
Yizha,,170.18,65.77,180.34,Orthodox,1997-01-08
Leandro Issa,Brodinho,170.18,61.23,175.26,Orthodox,1983-09-19
Travis Wiuff,The Diesel,190.5,92.99,,Orthodox,1978-03-15
Jordan Johnson,,187.96,92.99,200.66,Orthodox,1988-11-18
Tresean Gore,Mr. Vicious,182.88,83.91,190.5,Switch,1994-06-21
Gilbert Smith,,175.26,83.91,,Southpaw,1981-10-19
Jake Shields,,182.88,77.11,182.88,Orthodox,1979-01-09
Naoya Ogawa,,193.04,115.67,,Orthodox,1968-03-31
Jeff Curran,Big Frog,167.64,61.23,175.26,Orthodox,1977-09-02
Gabriel Santos,Mosquitinho,175.26,65.77,177.8,Orthodox,1996-11-28
Donald Cerrone,Cowboy,185.42,70.31,185.42,Orthodox,1983-03-29
Donnie Liles,,175.26,77.11,,Orthodox,
Jason Ireland,The Irish Tornado,175.26,73.03,,Southpaw,1979-12-30
Jalin Turner,The Tarantula,190.5,70.31,195.58,Southpaw,1995-05-18
Yan Cabral,,180.34,70.31,185.42,Orthodox,1983-05-13
Jesse Forbes,Kid Hercules,187.96,83.91,190.5,Southpaw,1984-10-24
Jared Rollins,J-Roc,175.26,77.11,,Orthodox,1977-01-26
Kamuela Kirk,The Jawaiian,177.8,70.31,190.5,Switch,1994-04-13
Brandon Halsey,Bull,182.88,83.91,,,
Murilo Bustamante,,187.96,83.01,,Orthodox,1966-07-30
Dustin Poirier,The Diamond,175.26,70.31,182.88,Southpaw,1989-01-19
Jordan Rinaldi,All Day,177.8,65.77,182.88,Orthodox,1987-09-25
Nik Lentz,The Carny,172.72,65.77,172.72,Orthodox,1984-08-13
Din Thomas,Dinyero,175.26,70.31,,Orthodox,1976-09-28
Christian Wellisch,The Hungarian Nightmare,187.96,106.14,195.58,Orthodox,1975-09-13
Erin Blanchfield,Cold Blooded,162.56,56.7,167.64,Orthodox,1999-05-04
Luis Pena,Violent Bob Ross,190.5,70.31,190.5,Southpaw,1993-07-05
JunYong Park,The Iron Turtle,177.8,83.91,185.42,Orthodox,1991-02-27
Allen Crowder,Pretty Boy,190.5,111.13,193.04,Orthodox,1989-11-08
Matt Hughes,,175.26,77.11,185.42,Switch,1973-10-13
Mike Guymon,The Joker,182.88,77.11,187.96,Orthodox,1974-09-17
Dylan Lockard,,175.26,65.77,182.88,Orthodox,1992-05-19
Dan Christison,The Sandman,203.2,120.2,,Orthodox,1972-04-26
Darren Elkins,The Damage,177.8,65.77,180.34,Orthodox,1984-05-16
Alvaro Herrera Mendoza,Chango,182.88,70.31,187.96,Orthodox,1990-05-14
Justin Jaynes,The Guitar Hero,170.18,65.77,172.72,Orthodox,1989-08-10
Steven Koslow,Obi Won Shinobi The Pillow,170.18,56.7,175.26,Switch,1997-01-22
Jordan Leavitt,The Monkey King,175.26,70.31,180.34,Southpaw,1995-06-02
Rubens Xavier,Macula,190.5,99.79,,Orthodox,
Mike Santiago,,177.8,65.77,175.26,Orthodox,1989-07-28
James McSweeney,The Hammer,193.04,104.33,195.58,Switch,1980-10-24
Dricus Du Plessis,Stillknocks,185.42,83.91,193.04,Switch,1994-01-14
Gabriel Gonzaga,Napao,187.96,109.77,193.04,Orthodox,1979-05-18
John Maguire,The One,175.26,70.31,175.26,Southpaw,1983-05-19
Anthony Perosh,The Hippo,190.5,92.99,190.5,Orthodox,1972-10-05
Dennis Bermudez,The Menace,167.64,70.31,167.64,Orthodox,1986-12-13
Cody Brundage,,182.88,83.91,182.88,Orthodox,1994-05-16
Rich Clementi,No Love,175.26,70.31,182.88,Southpaw,1976-03-31
Gabriel Benitez,Moggly,172.72,70.31,180.34,Southpaw,1988-06-15
Daniel Straus,,170.18,65.77,180.34,,
Makwan Amirkhani,Mr. Finland,177.8,65.77,182.88,Southpaw,1988-11-08
Georges St-Pierre,Rush,180.34,83.91,193.04,Orthodox,1981-05-19
Goran Reljic,,190.5,92.99,205.74,Southpaw,1984-03-20
Pat Healy,Bam Bam,182.88,70.31,182.88,Orthodox,1983-07-20
Loopy Godinez,,157.48,52.16,154.94,Orthodox,1993-09-06
Youssef Zalal,The Moroccan Devil,177.8,61.23,182.88,Switch,1996-09-04
John Moraga,,167.64,56.7,167.64,Orthodox,1984-03-20
Gesias Cavalcante,JZ,172.72,70.31,180.34,Orthodox,1983-07-06
Julius Anglickas,,190.5,92.99,,Orthodox,1991-07-23
Tom Breese,,190.5,83.91,185.42,Southpaw,1991-09-26
Makoto Takimoto,,170.18,92.99,,Southpaw,1979-12-08
Nate Landwehr,The Train,175.26,65.77,182.88,Orthodox,1988-06-06
Frank Shamrock,,177.8,83.91,,Orthodox,1972-12-08
Gegard Mousasi,,187.96,83.91,193.04,Orthodox,1985-08-01
Semmy Schilt,Hightower,208.28,120.2,,Orthodox,1973-10-27
Joe Ellenberger,Excalibur,175.26,70.31,182.88,Orthodox,1985-03-28
Trenell Young,Savant,167.64,65.77,,Orthodox,1976-06-19
Bea Malecki,,175.26,61.23,187.96,Orthodox,1991-08-23
Louis Gaudinot,Goodnight,160.02,56.7,160.02,Orthodox,1984-08-28
Ramsey Nijem,,180.34,70.31,190.5,Orthodox,1988-04-01
Claudio Silva,Hannibal,180.34,77.11,180.34,Southpaw,1982-09-06
Marcos Galvao,Loro,170.18,61.23,,Orthodox,1981-06-23
Joey Villasenor,Smokin' Joe,182.88,83.91,,Orthodox,1975-10-17
Taila Santos,,167.64,56.7,172.72,Orthodox,1993-06-22
Matt Schnell,Danger,172.72,56.7,177.8,Orthodox,1990-01-15
Anthony Pettis,Showtime,177.8,70.31,182.88,Orthodox,1987-01-27
Darrill Schoonover,The Boss,187.96,99.79,,Orthodox,1985-07-18
Jeff Hougland,Hellbound,170.18,61.23,172.72,Orthodox,1978-08-02
Jeremy Horn,Gumby,185.42,83.91,187.96,Orthodox,1975-08-25
Thales Leites,,185.42,83.91,198.12,Orthodox,1981-09-06
Dean Lister,The Boogeyman,185.42,83.91,190.5,Orthodox,1976-02-13
Kurt Holobaugh,,180.34,70.31,177.8,Orthodox,1986-09-08
Chris Wade,,177.8,70.31,177.8,Orthodox,1987-09-30
Dylan Potter,Big Poppa,187.96,102.06,195.58,Switch,1995-01-14
Tatsuya Kawajiri,Crusher,170.18,65.77,175.26,Orthodox,1978-05-08
Trevor Prangley,,185.42,83.91,190.5,Orthodox,1972-08-24
Karolina Wojcik,Polish Assassin,157.48,52.16,,Orthodox,1994-12-09
Pat Miletich,The Croatian Sensation,177.8,77.11,,Orthodox,1968-03-09
Steve Erceg,Astroboy,172.72,56.7,172.72,Orthodox,1995-07-27
Evan Dunham,,177.8,70.31,177.8,Southpaw,1981-12-18
Josh Stansbury,The Sandman,187.96,92.99,187.96,Orthodox,1984-11-19
Ed Herman,Short Fuse,185.42,92.99,195.58,Orthodox,1980-10-02
Ali AlQaisi,The Royal Fighter,167.64,61.23,172.72,Orthodox,1990-09-23
Elaina Maxwell,Beef,172.72,65.77,,Orthodox,1978-12-16
Mando Gutierrez,El Toro,167.64,61.23,177.8,Southpaw,1997-02-24
Claudia Leite,,160.02,61.23,162.56,Orthodox,1996-11-04
Ray Borg,The Tazmexican Devil,162.56,61.23,160.02,Orthodox,1993-08-04
Chad Hanekom,Superman,193.04,83.91,187.96,Orthodox,1990-04-20
Zach Skinner,,167.64,65.77,,Orthodox,
Jay Silva,,187.96,83.91,,Southpaw,
Tim Elliott,,170.18,56.7,167.64,Southpaw,1986-12-24
Jason Guida,,177.8,97.07,,,
Carlos Condit,The Natural Born Killer,187.96,77.11,190.5,Orthodox,1984-04-26
Gunnar Nelson,Gunni,180.34,77.11,182.88,Switch,1988-07-28
Pingyuan Liu,,167.64,61.23,182.88,Orthodox,1993-02-13
Mohammad Yahya,The UAE Warrior,175.26,70.31,185.42,Switch,1994-05-23
Yusup Saadulaev,Maestro,167.64,61.23,,,
Enrique Marin,Wasabi,177.8,77.11,,,
Allan Zuniga,Tigre,170.18,70.31,177.8,Orthodox,1992-04-04
Takeshi Yamazaki,,172.72,63.05,,Southpaw,
Johnny Walker,,198.12,92.99,208.28,Orthodox,1992-03-30
Nick Osipczak,,187.96,77.11,193.04,Orthodox,1984-12-30
Jonavin Webb,The Spyder,177.8,77.11,,Orthodox,1989-04-28
Brian Schwartz,,190.5,77.11,,Orthodox,
Eddie Yagin,The Filipino Phenom,170.18,65.77,,Orthodox,1979-03-23
Karo Parisyan,The Heat,177.8,77.11,182.88,Orthodox,1982-08-28
Marco Tulio,Matuto,182.88,83.91,187.96,Orthodox,1994-06-13
Carlos Mota,Tizil,162.56,56.7,175.26,Orthodox,1995-04-15
Charles Rosa,Boston Strong,175.26,65.77,175.26,Switch,1986-08-24
Bobby Cooper,Super Duper,185.42,70.31,,,
Nayara Maia,Capita,165.1,56.7,167.64,Orthodox,1990-07-25
Oscar Cota,Elevation,182.88,104.33,182.88,Orthodox,1984-10-15
Gabrielle Holloway,Gabanator,160.02,65.77,,,
Erik Koch,Phoenix,177.8,77.11,180.34,Southpaw,1988-10-04
Anthony Rocco Martin,,182.88,77.11,185.42,Orthodox,1989-12-11
Gilbert Urbina,The RGV Bad Boy,190.5,77.11,190.5,Orthodox,1996-04-05
Sam Watford,,,70.31,,,
Dylan Budka,The Mindless Hulk,182.88,83.91,190.5,Switch,2000-01-14
Kaleio Romero,KO,177.8,65.77,175.26,Switch,1996-04-19
Cameron Church,,180.34,70.31,182.88,Orthodox,1990-09-27
Anton Berzin,The Body Snatcher,187.96,92.99,,Orthodox,1989-09-29
Jason Gonzalez,Nicoya,187.96,70.31,187.96,Southpaw,1990-02-28
Manny Vazquez,,177.8,56.7,182.88,Orthodox,1993-11-19
Jeff Crotty,,,70.31,,,
Sam Greco,,187.96,92.99,,Orthodox,1967-05-03
Ricco Rodriguez,Suave,193.04,120.2,,Orthodox,1977-08-19
Jay Hieron,The Thoroughbred,182.88,77.11,190.5,Orthodox,1976-07-29
Sung Bin Jo,Korean Falcon,182.88,65.77,182.88,Orthodox,1992-07-17
Art Arciniega,King Arthur,172.72,65.77,,,
Isabela de Padua,Belinha,160.02,56.7,162.56,Orthodox,1991-09-04
Lucas Fernando,,190.5,83.91,203.2,,
Rafael Silva,Morcego,170.18,61.23,,,
Hyder Amil,The Hurricane,175.26,65.77,177.8,Switch,1990-05-28
Vaughan Lee,,167.64,56.7,167.64,Orthodox,1982-10-15
Ryan Healy,The Irish Assassin,185.42,70.31,,Orthodox,1983-07-20
Joao Zeferino,The Brazilian Samurai,180.34,77.11,,Orthodox,1986-01-15
Virna Jandiroba,Carcara,160.02,52.16,162.56,Orthodox,1988-05-30
Miles McDonald,,170.18,52.16,,,
Korey Kuppe,,195.58,77.11,195.58,Switch,1989-01-23
Patrick Murphy,,182.88,77.11,,,
Nick Diaz,,185.42,77.11,193.04,Southpaw,1983-08-02
Akitoshi Tamura,The Ironman,175.26,61.23,177.8,Orthodox,1980-05-31
Eric Schambari,,180.34,83.91,,Orthodox,1978-04-22
Markus Perez,Maluko,185.42,83.91,185.42,Orthodox,1988-06-22
Greg Soto,,180.34,77.11,185.42,Orthodox,1986-06-03
Mike French,,177.8,65.77,,,
Karl Amoussou,The Psycho,180.34,83.91,,Orthodox,1985-11-21
Luke Rockhold,,190.5,83.91,195.58,Southpaw,1984-10-17
Brett Johns,The Pikey,170.18,61.23,180.34,Orthodox,1992-02-21
Rogerio Bontorin,,165.1,56.7,170.18,Orthodox,1992-04-25
Chris Mierzwiak,,185.42,83.91,,,
Sergei Kharitonov,,182.88,111.13,,Orthodox,1980-08-18
Emil Meek,Valhalla,180.34,77.11,187.96,Switch,1988-08-20
Yoshihiro Akiyama,,177.8,77.11,190.5,Orthodox,1975-07-29
Saul Elizondo,,170.18,61.23,,,
Islam Makhachev,,177.8,70.31,177.8,Southpaw,1991-10-27
Luis Henrique,KLB,187.96,110.22,187.96,Orthodox,1993-08-21
Ben Nguyen,Ten,165.1,56.7,165.1,Switch,1988-08-03
Marilia Santos,Chocolate,162.56,56.7,,Orthodox,1992-12-12
James Hammortree,The Sledge,190.5,83.91,,Orthodox,1983-11-29
Michael Chiesa,Maverick,185.42,77.11,190.5,Southpaw,1987-12-07
Cole Province,,175.26,65.77,172.72,Orthodox,1981-01-17
Ivan Menjivar,The Pride of El Salvador,167.64,65.77,162.56,Orthodox,1982-05-30
Joe Duarte,,,70.31,,,
Chris de la Rocha,,190.5,113.4,203.2,Orthodox,1979-05-15
Justin Edwards,Fast Eddy,177.8,70.31,177.8,Orthodox,1983-01-26
DeAnna Bennett,The Argentine Assassin,162.56,56.7,172.72,Orthodox,1984-11-18
Mu Bae Choi,,187.96,104.33,,Orthodox,1970-06-27
Connor Matthews,The Controller,172.72,65.77,180.34,Switch,1992-05-31
Chalid Arrab,Die Faust,180.34,92.99,,Orthodox,1975-05-28
Lemont Davis,,172.72,77.11,,Orthodox,
Gilbert Yvel,The Hurricane,187.96,102.06,195.58,Orthodox,1976-06-30
Vitor Petrino,,187.96,92.99,195.58,Orthodox,1997-08-28
Richie Vaculik,Vas,167.64,56.7,175.26,Orthodox,1983-06-19
Demian Maia,,185.42,77.11,182.88,Southpaw,1977-11-06
Phil Caracappa,The Hitman,172.72,61.23,177.8,Orthodox,1992-06-05
Denis Stojnic,,182.88,111.13,,Orthodox,1980-02-02
Mike Rio,The Wolverine,177.8,70.31,177.8,Orthodox,1981-07-06
Cameron Olson,Cap'n Crunch,185.42,92.99,190.5,Orthodox,1989-11-22
Dwight Joseph,,167.64,61.23,,Switch,1989-08-16
Alex Chambers,Astro Girl,160.02,52.16,160.02,Southpaw,1978-10-25
Magnus Cedenblad,Jycken,195.58,83.91,200.66,Orthodox,1982-04-10
Danny Sabatello,Italian Gangster,177.8,61.23,180.34,Orthodox,1993-03-31
Jon Tuck,Super Saiyan,180.34,70.31,185.42,Orthodox,1984-08-28
Stephan Bonnar,The American Psycho,193.04,92.99,200.66,Orthodox,1977-04-04
Ilima Macfarlane,,162.56,56.7,,,
Eric Spicely,Zebrinha,185.42,83.91,185.42,Orthodox,1986-09-29
Chase Gormley,,190.5,120.2,,Orthodox,
Paige VanZant,12 Gauge,162.56,52.16,165.1,Orthodox,1994-03-26
Bruno Assis,Brunao,187.96,83.91,,Orthodox,1992-05-23
Alexandre Pantoja,The Cannibal,165.1,56.7,170.18,Orthodox,1990-04-16
