EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR. %,TD %,SUB.ATT,REV.,CTRL,sig_str_attempt,sig_str_land,total_str_attempt,total_str_land,touchdown_attempt,takedown_land,total_leg_attempt,total_leg_land,total_distance_strike_attempt,total_distance_strike_land,total_body_attempt,total_body_land,total_clinch_attempt,total_clinch_land,total_ground_attempt,total_ground_land,total_head_attempt,total_head_land,weight_class,gender,is_title_bout,DATE,LOCATION
ufc 310: pantoja vs. asakura,shavkat rakhmonov vs. ian machado garry,Round 3,ian machado garry,0.0,0.41,0.0,0.0,0.0,8.0,14.0,34.0,14.0,35.0,0.0,0.0,7.0,11.0,14.0,31.0,3.0,7.0,0.0,3.0,0.0,0.0,4.0,16.0,welterweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,shavkat rakhmonov vs. ian machado garry,Round 4,ian machado garry,0.0,0.68,0.0,0.0,0.0,13.0,11.0,16.0,23.0,31.0,0.0,0.0,6.0,7.0,10.0,15.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,6.0,welterweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,shavkat rakhmonov vs. ian machado garry,Round 5,ian machado garry,0.0,0.66,1.0,2.0,0.0,96.0,4.0,6.0,38.0,46.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,5.0,welterweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,ciryl gane vs. alexander volkov,Round 1,ciryl gane,0.0,0.8,1.0,2.0,0.0,98.0,12.0,15.0,17.0,20.0,1.0,1.0,4.0,4.0,9.0,12.0,5.0,5.0,0.0,0.0,3.0,3.0,3.0,6.0,heavyweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,ciryl gane vs. alexander volkov,Round 2,ciryl gane,0.0,0.69,0.33,0.0,0.0,39.0,27.0,39.0,27.0,39.0,1.0,3.0,13.0,14.0,27.0,38.0,5.0,6.0,0.0,1.0,0.0,0.0,9.0,19.0,heavyweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,ciryl gane vs. alexander volkov,Round 3,ciryl gane,0.0,0.57,0.0,0.0,0.0,83.0,4.0,7.0,4.0,7.0,0.0,0.0,2.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,heavyweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,ciryl gane vs. alexander volkov,Round 1,alexander volkov,0.0,0.71,0.66,0.0,0.0,94.0,10.0,14.0,12.0,18.0,2.0,3.0,1.0,2.0,9.0,13.0,7.0,7.0,1.0,1.0,0.0,0.0,2.0,5.0,heavyweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,ciryl gane vs. alexander volkov,Round 2,alexander volkov,0.0,0.53,0.0,1.0,0.0,0.0,25.0,47.0,25.0,47.0,0.0,0.0,1.0,3.0,23.0,44.0,10.0,12.0,2.0,3.0,0.0,0.0,14.0,32.0,heavyweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,ciryl gane vs. alexander volkov,Round 3,alexander volkov,0.0,0.4,1.0,0.0,0.0,178.0,4.0,10.0,68.0,75.0,1.0,1.0,0.0,0.0,4.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,9.0,heavyweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,bryce mitchell vs. kron gracie,Round 1,bryce mitchell,0.0,0.75,1.0,0.0,0.0,263.0,6.0,8.0,64.0,74.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,featherweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,bryce mitchell vs. kron gracie,Round 2,bryce mitchell,0.0,0.71,1.0,0.0,0.0,246.0,10.0,14.0,70.0,86.0,1.0,1.0,1.0,1.0,8.0,12.0,3.0,4.0,2.0,2.0,0.0,0.0,6.0,9.0,featherweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,bryce mitchell vs. kron gracie,Round 3,bryce mitchell,0.0,0.71,0.0,0.0,0.0,4.0,10.0,14.0,13.0,17.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,3.0,1.0,1.0,3.0,3.0,7.0,11.0,featherweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,bryce mitchell vs. kron gracie,Round 1,kron gracie,0.0,0.28,0.0,0.0,0.0,0.0,2.0,7.0,41.0,47.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,featherweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,bryce mitchell vs. kron gracie,Round 2,kron gracie,0.0,0.05,0.0,1.0,0.0,2.0,1.0,18.0,46.0,65.0,0.0,0.0,0.0,1.0,1.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,featherweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,bryce mitchell vs. kron gracie,Round 3,kron gracie,0.0,0.5,0.0,0.0,0.0,0.0,3.0,6.0,3.0,6.0,0.0,0.0,1.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,featherweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,nate landwehr vs. dooho choi,Round 1,nate landwehr,0.0,0.36,0.0,0.0,0.0,23.0,9.0,25.0,11.0,29.0,0.0,0.0,3.0,4.0,6.0,20.0,4.0,10.0,3.0,5.0,0.0,0.0,2.0,11.0,featherweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,nate landwehr vs. dooho choi,Round 2,nate landwehr,0.0,0.4,0.0,0.0,0.0,19.0,12.0,30.0,16.0,35.0,0.0,0.0,0.0,1.0,5.0,23.0,5.0,5.0,7.0,7.0,0.0,0.0,7.0,24.0,featherweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,nate landwehr vs. dooho choi,Round 3,nate landwehr,0.0,0.33,0.0,0.0,0.0,0.0,4.0,12.0,5.0,13.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,featherweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,nate landwehr vs. dooho choi,Round 1,dooho choi,0.0,0.6,0.5,0.0,0.0,84.0,40.0,66.0,40.0,66.0,1.0,2.0,4.0,5.0,38.0,64.0,4.0,4.0,1.0,1.0,1.0,1.0,32.0,57.0,featherweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,nate landwehr vs. dooho choi,Round 2,dooho choi,0.0,0.79,1.0,0.0,0.0,180.0,23.0,29.0,26.0,32.0,2.0,2.0,3.0,3.0,18.0,24.0,5.0,5.0,3.0,3.0,2.0,2.0,15.0,21.0,featherweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,nate landwehr vs. dooho choi,Round 3,dooho choi,0.0,0.71,1.0,0.0,0.0,169.0,15.0,21.0,48.0,59.0,1.0,1.0,1.0,1.0,6.0,11.0,0.0,0.0,0.0,0.0,9.0,10.0,14.0,20.0,featherweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,dominick reyes vs. anthony smith,Round 1,dominick reyes,0.0,0.63,0.0,0.0,0.0,0.0,48.0,76.0,53.0,82.0,0.0,0.0,2.0,2.0,47.0,73.0,8.0,10.0,1.0,3.0,0.0,0.0,38.0,64.0,light heavyweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,dominick reyes vs. anthony smith,Round 2,dominick reyes,0.0,0.84,0.0,0.0,0.0,231.0,73.0,86.0,119.0,150.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,16.0,19.0,56.0,65.0,72.0,85.0,light heavyweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,dominick reyes vs. anthony smith,Round 1,anthony smith,0.0,0.45,0.0,0.0,0.0,1.0,21.0,46.0,24.0,49.0,0.0,1.0,2.0,3.0,19.0,43.0,5.0,7.0,2.0,3.0,0.0,0.0,14.0,36.0,light heavyweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,dominick reyes vs. anthony smith,Round 2,anthony smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,light heavyweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,vicente luque vs. themba gorimbo,Round 1,vicente luque,0.0,0.33,0.0,1.0,0.0,14.0,2.0,6.0,2.0,6.0,0.0,0.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,welterweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,vicente luque vs. themba gorimbo,Round 1,themba gorimbo,0.0,0.55,0.0,0.0,0.0,0.0,5.0,9.0,5.0,9.0,0.0,0.0,3.0,3.0,5.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,welterweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,movsar evloev vs. aljamain sterling,Round 1,movsar evloev,0.0,0.16,1.0,0.0,0.0,55.0,1.0,6.0,16.0,26.0,1.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,featherweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,movsar evloev vs. aljamain sterling,Round 2,movsar evloev,0.0,0.33,1.0,0.0,0.0,205.0,3.0,9.0,48.0,58.0,2.0,2.0,0.0,0.0,3.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,featherweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,movsar evloev vs. aljamain sterling,Round 3,movsar evloev,0.0,0.36,0.5,0.0,1.0,109.0,4.0,11.0,72.0,81.0,1.0,2.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,11.0,featherweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,movsar evloev vs. aljamain sterling,Round 1,aljamain sterling,0.0,0.27,1.0,0.0,0.0,169.0,3.0,11.0,7.0,18.0,2.0,2.0,0.0,1.0,3.0,11.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,featherweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,movsar evloev vs. aljamain sterling,Round 2,aljamain sterling,0.0,0.62,0.33,0.0,2.0,48.0,5.0,8.0,25.0,30.0,1.0,3.0,0.0,0.0,4.0,7.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,6.0,featherweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,movsar evloev vs. aljamain sterling,Round 3,aljamain sterling,0.0,0.57,1.0,0.0,0.0,159.0,4.0,7.0,13.0,19.0,3.0,3.0,0.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,featherweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,randy brown vs. bryan battle,Round 1,randy brown,0.0,0.46,1.0,0.0,0.0,40.0,21.0,45.0,29.0,56.0,2.0,2.0,1.0,1.0,19.0,42.0,9.0,12.0,2.0,3.0,0.0,0.0,11.0,32.0,welterweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,randy brown vs. bryan battle,Round 2,randy brown,0.0,0.51,0.0,0.0,0.0,56.0,15.0,29.0,21.0,35.0,0.0,1.0,1.0,1.0,13.0,26.0,3.0,3.0,2.0,3.0,0.0,0.0,11.0,25.0,welterweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,randy brown vs. bryan battle,Round 3,randy brown,0.0,0.64,0.0,0.0,0.0,10.0,24.0,37.0,30.0,44.0,0.0,2.0,4.0,4.0,17.0,28.0,10.0,11.0,7.0,9.0,0.0,0.0,10.0,22.0,welterweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,randy brown vs. bryan battle,Round 1,bryan battle,0.0,0.45,0.0,0.0,0.0,78.0,14.0,31.0,18.0,35.0,0.0,2.0,1.0,3.0,11.0,27.0,9.0,11.0,3.0,4.0,0.0,0.0,4.0,17.0,welterweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,randy brown vs. bryan battle,Round 2,bryan battle,0.0,0.53,0.0,0.0,0.0,157.0,22.0,41.0,56.0,86.0,0.0,0.0,3.0,3.0,7.0,25.0,13.0,15.0,15.0,16.0,0.0,0.0,6.0,23.0,welterweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,randy brown vs. bryan battle,Round 3,bryan battle,0.0,0.55,0.0,0.0,0.0,210.0,21.0,38.0,35.0,54.0,0.0,4.0,2.0,2.0,9.0,24.0,9.0,12.0,12.0,14.0,0.0,0.0,10.0,24.0,welterweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,chris weidman vs. eryk anders,Round 1,chris weidman,1.0,0.5,0.0,0.0,0.0,130.0,13.0,26.0,20.0,36.0,0.0,1.0,0.0,0.0,9.0,13.0,5.0,6.0,0.0,2.0,4.0,11.0,8.0,20.0,catch weight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,chris weidman vs. eryk anders,Round 2,chris weidman,0.0,0.3,0.0,1.0,0.0,5.0,3.0,10.0,7.0,14.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,catch weight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,chris weidman vs. eryk anders,Round 1,eryk anders,0.0,0.47,0.0,0.0,0.0,41.0,11.0,23.0,12.0,29.0,0.0,4.0,0.0,0.0,3.0,10.0,3.0,3.0,7.0,12.0,1.0,1.0,8.0,20.0,catch weight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,chris weidman vs. eryk anders,Round 2,eryk anders,0.0,0.64,0.0,0.0,0.0,223.0,51.0,79.0,109.0,164.0,0.0,2.0,0.0,0.0,4.0,15.0,3.0,3.0,0.0,0.0,47.0,64.0,48.0,76.0,catch weight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,cody durden vs. joshua van,Round 1,cody durden,0.0,0.42,0.66,0.0,0.0,194.0,14.0,33.0,18.0,38.0,2.0,3.0,0.0,1.0,14.0,33.0,1.0,2.0,0.0,0.0,0.0,0.0,13.0,30.0,flyweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,cody durden vs. joshua van,Round 2,cody durden,0.0,0.27,0.0,0.0,0.0,0.0,27.0,99.0,27.0,100.0,0.0,3.0,1.0,1.0,27.0,99.0,4.0,5.0,0.0,0.0,0.0,0.0,22.0,93.0,flyweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,cody durden vs. joshua van,Round 3,cody durden,0.0,0.34,0.0,0.0,0.0,0.0,29.0,85.0,29.0,85.0,0.0,2.0,3.0,4.0,29.0,85.0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,80.0,flyweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,cody durden vs. joshua van,Round 1,joshua van,0.0,0.61,0.0,0.0,0.0,0.0,30.0,49.0,46.0,65.0,0.0,0.0,4.0,6.0,15.0,32.0,2.0,4.0,13.0,15.0,2.0,2.0,24.0,39.0,flyweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,cody durden vs. joshua van,Round 2,joshua van,0.0,0.52,0.0,0.0,0.0,9.0,72.0,136.0,73.0,137.0,0.0,0.0,1.0,2.0,71.0,134.0,14.0,15.0,1.0,2.0,0.0,0.0,57.0,119.0,flyweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,cody durden vs. joshua van,Round 3,joshua van,0.0,0.52,0.0,0.0,0.0,11.0,63.0,119.0,65.0,121.0,0.0,0.0,7.0,7.0,58.0,113.0,6.0,8.0,5.0,5.0,0.0,1.0,50.0,104.0,flyweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,michael chiesa vs. max griffin,Round 1,michael chiesa,0.0,0.35,0.25,0.0,0.0,95.0,6.0,17.0,12.0,25.0,1.0,4.0,0.0,0.0,4.0,15.0,2.0,4.0,2.0,2.0,0.0,0.0,4.0,13.0,welterweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,michael chiesa vs. max griffin,Round 2,michael chiesa,0.0,0.31,0.0,0.0,0.0,80.0,5.0,16.0,38.0,54.0,0.0,3.0,0.0,0.0,3.0,11.0,0.0,2.0,2.0,5.0,0.0,0.0,5.0,14.0,welterweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,michael chiesa vs. max griffin,Round 3,michael chiesa,0.0,0.33,1.0,1.0,0.0,53.0,2.0,6.0,4.0,8.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,6.0,welterweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,michael chiesa vs. max griffin,Round 1,max griffin,0.0,0.2,0.0,0.0,0.0,0.0,3.0,15.0,5.0,17.0,0.0,1.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,15.0,welterweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,michael chiesa vs. max griffin,Round 2,max griffin,0.0,0.45,0.0,0.0,0.0,79.0,5.0,11.0,11.0,18.0,0.0,0.0,0.0,0.0,5.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,10.0,welterweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,michael chiesa vs. max griffin,Round 3,max griffin,0.0,0.25,0.0,0.0,0.0,0.0,2.0,8.0,2.0,8.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,8.0,welterweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,clay guida vs. chase hooper,Round 1,clay guida,0.0,0.38,0.0,0.0,0.0,0.0,5.0,13.0,6.0,15.0,0.0,1.0,0.0,0.0,2.0,10.0,2.0,4.0,3.0,3.0,0.0,0.0,3.0,9.0,lightweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,clay guida vs. chase hooper,Round 1,chase hooper,0.0,0.46,0.5,1.0,0.0,128.0,7.0,15.0,14.0,28.0,3.0,6.0,0.0,0.0,5.0,12.0,2.0,5.0,1.0,2.0,1.0,1.0,5.0,10.0,lightweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,kennedy nzechukwu vs. lukasz brzeski,Round 1,kennedy nzechukwu,1.0,0.41,0.0,0.0,0.0,4.0,29.0,70.0,29.0,70.0,0.0,0.0,0.0,2.0,26.0,67.0,10.0,13.0,0.0,0.0,3.0,3.0,19.0,55.0,heavyweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc 310: pantoja vs. asakura,kennedy nzechukwu vs. lukasz brzeski,Round 1,lukasz brzeski,0.0,0.46,0.0,0.0,0.0,0.0,32.0,69.0,32.0,69.0,0.0,2.0,10.0,10.0,32.0,69.0,6.0,9.0,0.0,0.0,0.0,0.0,16.0,50.0,heavyweight,0.0,0.0,2024-12-07,"las vegas, nevada, usa"
ufc fight night: yan vs. figueiredo,petr yan vs. deiveson figueiredo,Round 1,petr yan,0.0,1.0,0.0,0.0,1.0,141.0,6.0,6.0,42.0,42.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,5.0,5.0,bantamweight,0.0,0.0,2024-11-23,"macau, china"
ufc fight night: yan vs. figueiredo,petr yan vs. deiveson figueiredo,Round 2,petr yan,0.0,0.65,1.0,0.0,0.0,2.0,32.0,49.0,32.0,49.0,1.0,1.0,14.0,17.0,31.0,48.0,6.0,6.0,1.0,1.0,0.0,0.0,12.0,26.0,bantamweight,0.0,0.0,2024-11-23,"macau, china"
ufc fight night: yan vs. figueiredo,petr yan vs. deiveson figueiredo,Round 3,petr yan,0.0,0.58,0.0,0.0,0.0,54.0,21.0,36.0,28.0,44.0,0.0,0.0,4.0,5.0,18.0,32.0,1.0,3.0,2.0,2.0,1.0,2.0,16.0,28.0,bantamweight,0.0,0.0,2024-11-23,"macau, china"
ufc fight night: yan vs. figueiredo,petr yan vs. deiveson figueiredo,Round 4,petr yan,0.0,0.62,0.0,0.0,0.0,4.0,25.0,40.0,50.0,65.0,0.0,0.0,1.0,2.0,21.0,35.0,5.0,5.0,4.0,5.0,0.0,0.0,19.0,33.0,bantamweight,0.0,0.0,2024-11-23,"macau, china"
ufc fight night: yan vs. figueiredo,petr yan vs. deiveson figueiredo,Round 5,petr yan,0.0,0.59,0.0,0.0,0.0,0.0,37.0,62.0,38.0,63.0,0.0,3.0,5.0,5.0,32.0,56.0,6.0,7.0,5.0,6.0,0.0,0.0,26.0,50.0,bantamweight,0.0,0.0,2024-11-23,"macau, china"
ufc fight night: yan vs. figueiredo,petr yan vs. deiveson figueiredo,Round 1,deiveson figueiredo,0.0,1.0,0.5,0.0,0.0,118.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,bantamweight,0.0,0.0,2024-11-23,"macau, china"
ufc fight night: yan vs. figueiredo,petr yan vs. deiveson figueiredo,Round 2,deiveson figueiredo,0.0,0.33,0.0,0.0,0.0,0.0,10.0,30.0,10.0,30.0,0.0,3.0,1.0,2.0,10.0,29.0,3.0,7.0,0.0,1.0,0.0,0.0,6.0,21.0,bantamweight,0.0,0.0,2024-11-23,"macau, china"
ufc fight night: yan vs. figueiredo,petr yan vs. deiveson figueiredo,Round 3,deiveson figueiredo,0.0,0.52,1.0,0.0,0.0,6.0,13.0,25.0,13.0,25.0,1.0,1.0,3.0,3.0,13.0,25.0,6.0,7.0,0.0,0.0,0.0,0.0,4.0,15.0,bantamweight,0.0,0.0,2024-11-23,"macau, china"
ufc fight night: yan vs. figueiredo,petr yan vs. deiveson figueiredo,Round 4,deiveson figueiredo,0.0,0.46,0.0,0.0,0.0,55.0,14.0,30.0,14.0,30.0,0.0,2.0,2.0,3.0,12.0,26.0,8.0,12.0,2.0,4.0,0.0,0.0,4.0,15.0,bantamweight,0.0,0.0,2024-11-23,"macau, china"
ufc fight night: yan vs. figueiredo,petr yan vs. deiveson figueiredo,Round 5,deiveson figueiredo,0.0,0.45,0.0,0.0,0.0,1.0,15.0,33.0,15.0,33.0,0.0,0.0,0.0,0.0,13.0,31.0,6.0,9.0,2.0,2.0,0.0,0.0,9.0,24.0,bantamweight,0.0,0.0,2024-11-23,"macau, china"
ufc fight night: yan vs. figueiredo,yan xiaonan vs. tabatha ricci,Round 1,yan xiaonan,0.0,0.4,0.0,0.0,0.0,0.0,16.0,40.0,16.0,40.0,0.0,0.0,4.0,4.0,16.0,40.0,7.0,11.0,0.0,0.0,0.0,0.0,5.0,25.0,strawweight,1.0,0.0,2024-11-23,"macau, china"
ufc fight night: yan vs. figueiredo,yan xiaonan vs. tabatha ricci,Round 2,yan xiaonan,0.0,0.46,0.0,0.0,0.0,0.0,25.0,54.0,34.0,63.0,0.0,0.0,2.0,3.0,25.0,53.0,7.0,11.0,0.0,1.0,0.0,0.0,16.0,40.0,strawweight,1.0,0.0,2024-11-23,"macau, china"
ufc fight night: yan vs. figueiredo,yan xiaonan vs. tabatha ricci,Round 3,yan xiaonan,0.0,0.55,0.0,0.0,0.0,0.0,37.0,67.0,39.0,69.0,0.0,0.0,2.0,2.0,36.0,66.0,11.0,12.0,1.0,1.0,0.0,0.0,24.0,53.0,strawweight,1.0,0.0,2024-11-23,"macau, china"
ufc fight night: yan vs. figueiredo,yan xiaonan vs. tabatha ricci,Round 1,tabatha ricci,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,strawweight,1.0,0.0,2024-11-23,"macau, china"
ufc fight night: yan vs. figueiredo,yan xiaonan vs. tabatha ricci,Round 2,tabatha ricci,0.0,0.26,1.0,0.0,0.0,16.0,8.0,30.0,10.0,33.0,1.0,1.0,4.0,6.0,8.0,29.0,1.0,3.0,0.0,1.0,0.0,0.0,3.0,21.0,strawweight,1.0,0.0,2024-11-23,"macau, china"
ufc fight night: yan vs. figueiredo,yan xiaonan vs. tabatha ricci,Round 3,tabatha ricci,0.0,0.11,0.0,0.0,0.0,0.0,7.0,60.0,7.0,60.0,0.0,1.0,2.0,7.0,7.0,59.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,52.0,strawweight,1.0,0.0,2024-11-23,"macau, china"
ufc fight night: yan vs. figueiredo,song kenan vs. muslim salikhov,Round 1,song kenan,0.0,0.42,0.0,0.0,0.0,19.0,9.0,21.0,11.0,23.0,0.0,1.0,4.0,4.0,8.0,20.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,15.0,welterweight,0.0,0.0,2024-11-23,"macau, china"
ufc fight night: yan vs. figueiredo,song kenan vs. muslim salikhov,Round 1,muslim salikhov,1.0,0.71,0.0,0.0,0.0,2.0,20.0,28.0,20.0,28.0,0.0,1.0,10.0,10.0,19.0,27.0,3.0,4.0,0.0,0.0,1.0,1.0,7.0,14.0,welterweight,0.0,0.0,2024-11-23,"macau, china"
ufc fight night: yan vs. figueiredo,wang cong vs. gabriella fernandes,Round 1,wang cong,0.0,0.41,0.0,0.0,0.0,0.0,23.0,56.0,25.0,58.0,0.0,0.0,4.0,7.0,23.0,56.0,12.0,19.0,0.0,0.0,0.0,0.0,7.0,30.0,flyweight,1.0,0.0,2024-11-23,"macau, china"
ufc fight night: yan vs. figueiredo,wang cong vs. gabriella fernandes,Round 2,wang cong,0.0,0.41,0.0,0.0,0.0,0.0,23.0,55.0,23.0,55.0,0.0,1.0,6.0,6.0,23.0,55.0,9.0,13.0,0.0,0.0,0.0,0.0,8.0,36.0,flyweight,1.0,0.0,2024-11-23,"macau, china"
